@W: CG146 :"F:\PSTR17R5B\ipcore_dir\myfifo.v":39:7:39:12|Creating black box for empty module myfifo
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_32_[10] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_32_[11] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_33_[0] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_33_[1] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_33_[2] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_33_[3] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_33_[4] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_33_[5] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_33_[6] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_33_[7] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_33_[8] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_33_[9] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_33_[10] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_33_[11] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_34_[0] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_34_[1] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_34_[2] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_34_[3] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_34_[4] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_34_[5] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_34_[6] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_34_[7] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_34_[8] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_34_[9] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_34_[10] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_34_[11] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_35_[0] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_35_[1] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_35_[2] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_35_[3] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_35_[4] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_35_[5] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_35_[6] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_35_[7] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_35_[8] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_35_[9] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_35_[10] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_35_[11] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_36_[0] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_36_[1] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_36_[2] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_36_[3] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_36_[4] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_36_[5] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_36_[6] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_36_[7] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_36_[8] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_36_[9] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_36_[10] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_36_[11] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_37_[0] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_37_[1] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_37_[2] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_37_[3] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_37_[4] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_37_[5] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_37_[6] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_37_[7] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_37_[8] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_37_[9] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_37_[10] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_37_[11] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_38_[0] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_38_[1] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_38_[2] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_38_[3] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_38_[4] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_38_[5] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_38_[6] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_38_[7] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_38_[8] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_38_[9] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_38_[10] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_38_[11] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_39_[0] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_39_[1] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_39_[2] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_39_[3] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_39_[4] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_39_[5] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_39_[6] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_39_[7] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_39_[8] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_39_[9] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_39_[10] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_39_[11] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_40_[0] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_40_[1] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_40_[2] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_40_[3] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_40_[4] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_40_[5] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_40_[6] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_40_[7] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_40_[8] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_40_[9] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_40_[10] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_40_[11] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_41_[0] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_41_[1] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_41_[2] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_41_[3] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_41_[4] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_41_[5] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_41_[6] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_41_[7] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_41_[8] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_41_[9] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_41_[10] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_41_[11] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_42_[0] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_42_[1] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_42_[2] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_42_[3] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_42_[4] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_42_[5] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_42_[6] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_42_[7] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_42_[8] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_42_[9] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_42_[10] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_42_[11] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_43_[0] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_43_[1] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_43_[2] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_43_[3] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_43_[4] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_43_[5] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_43_[6] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_43_[7] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_43_[8] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_43_[9] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_43_[10] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_43_[11] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_44_[0] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_44_[1] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_44_[2] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_44_[3] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_44_[4] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_44_[5] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_44_[6] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_44_[7] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_44_[8] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_44_[9] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_44_[10] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_44_[11] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_45_[0] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_45_[1] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_45_[2] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_45_[3] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_45_[4] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_45_[5] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_45_[6] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_45_[7] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_45_[8] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_45_[9] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_45_[10] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_45_[11] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_46_[0] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_46_[1] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_46_[2] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_46_[3] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_46_[4] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_46_[5] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_46_[6] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_46_[7] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_46_[8] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_46_[9] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_46_[10] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_46_[11] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_47_[0] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_47_[1] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_47_[2] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_47_[3] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_47_[4] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_47_[5] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_47_[6] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_47_[7] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_47_[8] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_47_[9] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_47_[10] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_47_[11] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_48_[0] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_48_[1] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_48_[2] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_48_[3] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_48_[4] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_48_[5] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_48_[6] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_48_[7] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_48_[8] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_48_[9] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_48_[10] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_48_[11] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_49_[0] is always 0, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_49_[1] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_49_[2] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_49_[3] is always 1, optimizing ...
@W: CL189 :"F:\PSTR17R5B\ad9914_ctrl.v":154:1:154:6|Register bit att_factor_reg_49_[4] is always 0, optimizing ...
